1.015718147790444312e-10 3.333330748613076988e-01
1.031683421231330625e-10 3.333330707985925900e-01
1.047899588266950018e-10 3.333330666720323854e-01
1.064370643558314324e-10 3.333330624806104536e-01
1.081100599151601279e-10 3.333330582233055006e-01
1.098093494919369884e-10 3.333330538990898484e-01
1.115353530555917032e-10 3.333330495068946853e-01
1.132884857871427202e-10 3.333330450456636895e-01
1.150691730005416908e-10 3.333330405143141717e-01
1.168778511013028400e-10 3.333330359117359643e-01
1.187149536739177768e-10 3.333330312368255610e-01
1.205809382453695552e-10 3.333330264884187266e-01
1.224762516012674162e-10 3.333330216653784817e-01
1.244013512971449017e-10 3.333330167665402577e-01
1.263567131363411814e-10 3.333330117906937451e-01
1.283428100877191949e-10 3.333330067366353511e-01
1.303601214158898828e-10 3.333330016031452181e-01
1.324091480836520362e-10 3.333329963889484215e-01
1.344903746371818675e-10 3.333329910928121143e-01
1.366043165057984901e-10 3.333329857134248453e-01
1.387514883449861356e-10 3.333329802494768290e-01
1.409324058111640537e-10 3.333329746996557819e-01
1.431476087984309748e-10 3.333329690625879693e-01
1.453976264350423271e-10 3.333329633369270795e-01
1.476830081357204657e-10 3.333329575212745088e-01
1.500043181897260974e-10 3.333329516141947946e-01
1.523621084846291781e-10 3.333329456142832825e-01
1.547569623088894369e-10 3.333329395200557710e-01
1.571894620091593597e-10 3.333329333300303343e-01
1.596601888530666092e-10 3.333329270427277669e-01
1.621697581926619677e-10 3.333329206565824321e-01
1.647187681253454318e-10 3.333329141700719367e-01
1.673078436278465678e-10 3.333329075816064968e-01
1.699376198197117262e-10 3.333329008895692946e-01
1.726087260000082333e-10 3.333328940923593886e-01
1.753218200635973281e-10 3.333328871883023403e-01
1.780775582257139043e-10 3.333328801757282078e-01
1.808766117367962559e-10 3.333328730529296346e-01
1.837196628112252924e-10 3.333328658181696214e-01
1.866073972801980805e-10 3.333328584697033969e-01
1.895405238673688437e-10 3.333328510057272376e-01
1.925197594053837386e-10 3.333328434244176575e-01
1.955458130649559014e-10 3.333328357239693229e-01
1.986194390954084860e-10 3.333328279024632135e-01
2.017413723901611487e-10 3.333328199580291584e-01
2.049123736307395244e-10 3.333328118887314284e-01
2.081332293256133464e-10 3.333328036925687909e-01
2.114046973150925134e-10 3.333327953676126776e-01
2.147275925612352963e-10 3.333327869117891362e-01
2.181027202285147914e-10 3.333327783230494723e-01
2.215308924399171203e-10 3.333327695993268946e-01
2.250129559864702015e-10 3.333327607384667379e-01
2.285497449094056315e-10 3.333327517383465333e-01
2.321421285601038965e-10 3.333327425967540503e-01
2.357909848994532117e-10 3.333327333114553537e-01
2.394971811360185246e-10 3.333327238802433756e-01
2.432616411931379416e-10 3.333327143007670523e-01
2.470852713460630425e-10 3.333327045707203951e-01
2.509689944470243145e-10 3.333326946877550045e-01
2.549137749257366195e-10 3.333326846494165663e-01
2.589205491908785919e-10 3.333326744533221531e-01
2.629903056442224293e-10 3.333326640969569987e-01
2.671240369274527721e-10 3.333326535777945687e-01
2.713227324739442990e-10 3.333326428933176544e-01
2.755874339471852225e-10 3.333326320408749877e-01
2.799191623405212767e-10 3.333326210178690907e-01
2.843189794887166255e-10 3.333326098215972921e-01
2.887879582617280780e-10 3.333325984493297200e-01
2.933271727891879542e-10 3.333325868983332829e-01
2.979377402286565236e-10 3.333325751657650882e-01
3.026207818794836460e-10 3.333325632487717516e-01
3.073774211155647895e-10 3.333325511444945599e-01
3.122088380901238238e-10 3.333325388499302488e-01
3.171161868438972555e-10 3.333325263621424450e-01
3.221006712575884218e-10 3.333325136780678211e-01
3.271635144799969187e-10 3.333325007945934226e-01
3.323059195906194075e-10 3.333324877086579763e-01
3.375291630286471110e-10 3.333324744170135245e-01
3.428345044502651771e-10 3.333324609164542984e-01
3.482232335855944101e-10 3.333324472036988118e-01
3.536966716530498151e-10 3.333324332753847541e-01
3.592561340578682759e-10 3.333324191281648585e-01
3.649029806208978358e-10 3.333324047585787264e-01
3.706385981364607652e-10 3.333323901630976804e-01
3.764643502342979798e-10 3.333323753382513854e-01
3.823816876664685961e-10 3.333323602803485164e-01
3.883920299517576228e-10 3.333323449857769627e-01
3.944968383692279686e-10 3.333323294508176993e-01
4.006976143339263532e-10 3.333323136716505597e-01
4.069958429875258073e-10 3.333322976444964558e-01
4.133930760320923834e-10 3.333322813654064354e-01
4.198908663709102224e-10 3.333322648304291036e-01
4.264907738804798329e-10 3.333322480355951356e-01
4.331944343185212941e-10 3.333322309767420832e-01
4.400034603572432667e-10 3.333322136497662291e-01
4.469195071461114250e-10 3.333321960504555537e-01
4.539442774002017083e-10 3.333321781744777446e-01
4.610794411641999070e-10 3.333321600175826460e-01
4.683267705185429401e-10 3.333321415752612538e-01
4.756880164662801920e-10 3.333321228430575767e-01
4.831649580043450711e-10 3.333321038164450689e-01
4.907594371468503289e-10 3.333320844907358693e-01
4.984732760697309019e-10 3.333320648612937975e-01
5.063083634537673468e-10 3.333320449233125315e-01
5.142666201048266980e-10 3.333320246719042035e-01
5.223499399819727380e-10 3.333320041022496683e-01
5.305603309603491409e-10 3.333319832092391799e-01
5.388997741882625402e-10 3.333319619878317708e-01
5.473702875145123995e-10 3.333319404328928814e-01
5.559739585347875341e-10 3.333319185391098172e-01
5.647128478089376122e-10 3.333318963012395497e-01
5.735891031579586546e-10 3.333318737138165067e-01
5.826048876076231678e-10 3.333318507713368128e-01
5.917623642110082699e-10 3.333318274682959270e-01
6.010637939291280918e-10 3.333318037989407845e-01
6.105114200103165054e-10 3.333317797575630625e-01
6.201075404592055364e-10 3.333317553383153276e-01
6.298545127829655035e-10 3.333317305351982673e-01
6.397546686657284188e-10 3.333317053422791831e-01
6.498104458370006629e-10 3.333316797533543707e-01
6.600242921899813970e-10 3.333316537621950904e-01
6.703986576905169078e-10 3.333316273625672177e-01
6.809361099799511774e-10 3.333316005479370903e-01
6.916391838547539568e-10 3.333315733118543123e-01
7.025104859393141225e-10 3.333315456476864669e-01
7.135526870572383531e-10 3.333315175486369353e-01
7.247684187286256353e-10 3.333314890080095738e-01
7.361604604521779212e-10 3.333314600187318177e-01
7.477315682670926257e-10 3.333314305737906658e-01
7.594845365575206944e-10 3.333314006660753614e-01
7.714222630532681353e-10 3.333313702882121921e-01
7.835476065517918939e-10 3.333313394329268098e-01
7.958635467978136300e-10 3.333313080926371685e-01
8.083730890746918653e-10 3.333312762596954415e-01
8.210792249262522812e-10 3.333312439264898841e-01
8.339851021364411773e-10 3.333312110850106258e-01
